code,codeseq,desc,gen_desc,acc_code
"855","00",""," Augmentation mammoplasty","*",
"8550","01"," Augmentation mammoplasty"," Augmentation mammoplasty, not otherwise specified"," ",
"8550","02"," Breast augmentation"," Augmentation mammoplasty, not otherwise specified"," ",
"8551","00",""," Unilateral injection into breast for augmentation"," ",
"8552","00",""," Bilateral injection into breast for augmentation"," ",
"8553","00",""," Unilateral breast implant"," ",
"8554","01"," Augmented mammoplasty"," Bilateral breast implant"," ",
"8554","02"," Bilateral implant augmentation mamoplasty"," Bilateral breast implant"," ",
"8554","03"," Breast augmentation"," Bilateral breast implant"," ",
"8554","04"," Breast implant"," Bilateral breast implant"," ",
"8554","05"," Breast reconstruction C silicone prosthesis"," Bilateral breast implant"," ",
"856","01"," Mastopexy"," Mastopexy"," ",
"856","02"," Rt.mastopexy"," Mastopexy"," ",
"857","01"," Reconstruction Lt breast"," Total reconstruction of breast"," ",
"857","02"," Breast reconstruction"," Total reconstruction of breast"," ",
"857","03"," Lt Breast reconstruction"," Total reconstruction of breast"," ",
"8570","00",""," Total reconstruction of breast, not otherwise specified"," ",
"8571","00",""," Latissimus dorsi myocutaneous flap"," ",
"8572","00",""," Transverse rectus abdominis myocutaneous (TRAM) flap, pedicled"," ",
"8573","00",""," Transverse rectus abdominis myocutaneous (TRAM) flap, free"," ",
"8574","00",""," Deep inferior epigastric artery perforator (DIEP) flap, free"," ",
"8575","00",""," Superficial inferior epigastric artery (SIEA) flap, free"," ",
"8576","00",""," Gluteal artery perforator (GAP) flap, free"," ",
"8579","00",""," Other total reconstruction of breast"," ",
"858","00",""," Other repair and plastic operations on breast","*",
"8581","00",""," Suture of laceration of breast"," ",
"8582","01"," STSG breast"," Split-thickness graft to breast"," ",
"8583","00",""," Full-thickness graft to breast"," ",
"8584","01"," Bipedicle TRAM flap Rt"," Pedicle graft to breast"," ",
"8584","02"," Breast reconstruction C TRAM flap"," Pedicle graft to breast"," ",
"8584","03"," Flap coverage breast"," Pedicle graft to breast"," ",
"8584","04"," Rotational flap breast"," Pedicle graft to breast"," ",
"8584","05"," Rt Breast reconstruction with TRAM flap"," Pedicle graft to breast"," ",
"8584","06"," TRAM flap reconstruction"," Pedicle graft to breast"," ",
"8585","00",""," Muscle flap graft to breast"," ",
"8586","00",""," Transposition of nipple"," ",
"8587","01"," Nipple areolar reconstruction"," Other repair or reconstruction of nipple"," ",
"8589","01"," Mastoplasty"," Other mammoplasty"," ",
"8589","02"," Augmentation mammoplasty"," Other mammoplasty"," ",
"859","00",""," Other operations on the breast","*",
"8591","00",""," Aspiration of breast"," ",
"8592","00",""," Injection of therapertic agent into breast"," ",
"8593","00",""," Revision of implant of breast"," ",
"8594","01"," Implantation removal breast"," Removal of implant of breast"," ",
"8594","02"," Remove breast prosthesis both side"," Removal of implant of breast"," ",
"8594","03"," Remove port breast"," Removal of implant of breast"," ",
"8595","00",""," Insertion of breast tissue expander"," ",
"8596","00",""," Removal of breast tissue expander"," ",
"8599","01"," Scar revision breast"," Breast operation NEC"," ",
"860","00",""," Incision of skin and subcutaneous tissue","*",
"8601","01"," Aspiration skin"," Aspiration of skin and subcutaneous tissue"," ",
"8601","02"," Tapping of subcutaneous of knee"," Aspiration of skin and subcutaneous tissue"," ",
"8601","03"," Aspiration rt leg"," Aspiration of skin and subcutaneous tissue"," ",
"8602","01"," Fat injection"," Injection or tattooing of skin lesion or defect"," ",
"8602","02"," Kenacort injection"," Injection or tattooing of skin lesion or defect"," ",
"8602","03"," Lipoinjection Lt hemifacial microsomia"," Injection or tattooing of skin lesion or defect"," ",
"8603","00",""," Incision of pilonidal sinus or cyst"," ",
"8604","01"," Abscess draniage skin , incision & drainage"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","02"," Drainage skin"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","03"," Evacuation hematoma skin"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","04"," I&D abscess axilla"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","05"," I&D abscess gluteal"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","06"," I&D abscess iliac"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","07"," I&D abscess knee"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","08"," I&D cheek"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","09"," I&D finger"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","10"," I&D foot"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","11"," I&D forearm"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","12"," I&D gluteal"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","13"," I&D hand"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","14"," I&D knee abscess"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","15"," I&D leg"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","16"," I&D neck"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","17"," I&D skin"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","18"," I&D thigh"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","19"," I&D thumb"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","20"," I/D foot"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","21"," Open drainage abscess gluteal"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","22"," Open with darinage skin"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","23"," I&D submental abscess"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","24"," I&D abscess buttock"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","25"," I&D Lt buttock"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","26"," I&D abscess skin"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","27"," I&D lt thigh"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","28"," I&D abscess palmar"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","29"," I&D abscess foot"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","30"," Tapping hematoma calf"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","31"," I&D abscess heel"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8604","32"," I&D subcutaneous"," Other incision with drainage of skin and subcutaneous tissue"," ",
"8605","01"," Removal FB Rt leg"," Incision with removal of foreign body from skin and subcutaneous tissue"," ",
"8606","00",""," Insertion of totally implantable infusion pump"," ",
"8607","00"," port"," Insertion of totally implantable vascular access device [VAD]"," ",
"8609","01"," Explore wound"," Other incision of skin and subcutaneous tissue"," ",
"8609","02"," Explored wound"," Other incision of skin and subcutaneous tissue"," ",
"8609","03"," I&D groin"," Other incision of skin and subcutaneous tissue"," ",
"8609","04"," Incision skin"," Other incision of skin and subcutaneous tissue"," ",
"8609","05"," Scar incision"," Other incision of skin and subcutaneous tissue"," ",
"861","00",""," Diagnostic procedures on skin and subcutaneous tissue","*",
"8611","01"," BX skin and soft tissue"," Biopsy of skin and subcutaneous tissue"," ",
"8611","02"," Biopsy cystic skin"," Biopsy of skin and subcutaneous tissue"," ",
"8611","03"," Biopsy skin"," Biopsy of skin and subcutaneous tissue"," ",
"8611","04"," Biopsy soft tissue"," Biopsy of skin and subcutaneous tissue"," ",
"8611","05"," Excision BX skin"," Biopsy of skin and subcutaneous tissue"," ",
"8611","06"," Excision biopsy skin"," Biopsy of skin and subcutaneous tissue"," ",
"8611","07"," Excision bx lipoma"," Biopsy of skin and subcutaneous tissue"," ",
"8611","08"," Excision bx sinus tract"," Biopsy of skin and subcutaneous tissue"," ",
"8611","09"," Excisional BX neck mass"," Biopsy of skin and subcutaneous tissue"," ",
"8611","10"," Incision biopsy calf"," Biopsy of skin and subcutaneous tissue"," ",
"8611","11"," Incision biopsy neck mass"," Biopsy of skin and subcutaneous tissue"," ",
"8611","12"," Incision biopsy soft tissue"," Biopsy of skin and subcutaneous tissue"," ",
"8611","13"," Incisional biopsy soft tissue"," Biopsy of skin and subcutaneous tissue"," ",
"8611","14"," Incisional bx skin"," Biopsy of skin and subcutaneous tissue"," ",
"8611","15"," Skin BX"," Biopsy of skin and subcutaneous tissue"," ",
"8611","16"," Skin Biopsy"," Biopsy of skin and subcutaneous tissue"," ",
"8611","17"," Skin biopsy"," Biopsy of skin and subcutaneous tissue"," ",
"8611","18"," Skin bx"," Biopsy of skin and subcutaneous tissue"," ",
"8611","19"," Excision biopsy occipital region"," Biopsy of skin and subcutaneous tissue"," ",
"8619","00",""," Other diagnostic procedures on skin and subcutaneous tissue"," ",
"862","00",""," Excision or destruction of lesion or tissue of skin and subcutaneous tissue","*",
"8621","01"," Wide excision"," Excision of pilonidal cyst or sinus"," ",
"8622","01"," Debridememt Rt leg , debridement; wound, infection"," Debridement of wound, infection, or burn"," ",
"8622","02"," Debridement"," Debridement of wound, infection, or burn"," ",
"8622","03"," Debridement LMF"," Debridement of wound, infection, or burn"," ",
"8622","04"," Debridement Lt foot"," Debridement of wound, infection, or burn"," ",
"8622","05"," Debridement Rt toe"," Debridement of wound, infection, or burn"," ",
"8622","06"," Debridement ankle"," Debridement of wound, infection, or burn"," ",
"8622","07"," Debridement bed sore"," Debridement of wound, infection, or burn"," ",
"8622","08"," Debridement foot"," Debridement of wound, infection, or burn"," ",
"8622","09"," Debridement foot rt"," Debridement of wound, infection, or burn"," ",
"8622","10"," Debridement forearm"," Debridement of wound, infection, or burn"," ",
"8622","11"," Debridement heel"," Debridement of wound, infection, or burn"," ",
"8622","12"," Debridement humerus"," Debridement of wound, infection, or burn"," ",
"8622","13"," Debridement lt knee"," Debridement of wound, infection, or burn"," ",
"8622","14"," Debridement rt foot"," Debridement of wound, infection, or burn"," ",
"8622","15"," Debridement scalp defect"," Debridement of wound, infection, or burn"," ",
"8622","16"," Debridement skin big toe"," Debridement of wound, infection, or burn"," ",
"8622","17"," Debridement wound"," Debridement of wound, infection, or burn"," ",
"8622","18"," Debridement wound index finger Rt"," Debridement of wound, infection, or burn"," ",
"8622","19"," Escharectomy"," Debridement of wound, infection, or burn"," ",
"8622","20"," Leg escharectomy"," Debridement of wound, infection, or burn"," ",
"8622","21"," Local debridement wound"," Debridement of wound, infection, or burn"," ",
"8622","22"," Multiple debridement wound"," Debridement of wound, infection, or burn"," ",
"8622","23"," Remove necrosis tissue"," Debridement of wound, infection, or burn"," ",
"8622","24"," Tangential escharectomy"," Debridement of wound, infection, or burn"," ",
"8622","25"," Wound debridement"," Debridement of wound, infection, or burn"," ",
"8622","26"," Debridement fasciitis foot"," Debridement of wound, infection, or burn"," ",
"8622","27"," Debridement Lt knee"," Debridement of wound, infection, or burn"," ",
"8622","28"," Debridement at big toe"," Debridement of wound, infection, or burn"," ",
"8622","29"," Debridement Lt hip"," Debridement of wound, infection, or burn"," ",
"8622","30"," Debridement"," Debridement of wound, infection, or burn"," ",
"8623","01"," Nail extraction"," Removal of nail, nailbed, or nail fold"," ",
"8623","02"," Nail remove finger"," Removal of nail, nailbed, or nail fold"," ",
"8623","03"," Total nail extraction"," Removal of nail, nailbed, or nail fold"," ",
"8624","00",""," Chemosurgery of skin"," ",
"8625","01"," Dermabrasion"," Dermabrasion"," ",
"8625","02"," Dermabrasion tattoo"," Dermabrasion"," ",
"8626","01"," Ligation appendage of thumb"," Ligation of dermal appendage"," ",
"8627","00",""," Debridement of nail,nail bed,or nail fold"," ",
"8628","00",""," Nonexcisional debridement of wound, infection or burn"," ",
"863","01"," Contouring excision skin"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","02"," Curettage scalp"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","03"," Curettage skin"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","04"," Curette necrotic tissue"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","05"," Electric cautery (excision foot)"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","06"," Electrocautery portwine stain"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","07"," Eliptical skin excision"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","08"," Excision Lt palm Lt hand"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","09"," Excision RIF hemangioma"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","10"," Excision ankle"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","11"," Excision arm"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","12"," Excision burn scar"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","13"," Excision buttock"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","14"," Excision calcified nodule"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","15"," Excision calf"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","16"," Excision cystic wall"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","17"," Excision dermal cyst"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","18"," Excision fibrosis (Z-plasty)"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","19"," Excision groin"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","20"," Excision hemangioma"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","21"," Excision knee"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","22"," Excision leg"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","23"," Excision lipoma"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","24"," Excision mass arm"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","25"," Excision mass leg"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","26"," Excision mass skin"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","27"," Excision nevus back"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","28"," Excision of skin tag"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","29"," Excision scalp"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","30"," Excision scar"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","31"," Excision shoulder"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","32"," Excision skin"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","33"," Excision skin tag with hypertrophic scar"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","34"," Excision tattoo"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","35"," Excision thigh"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","36"," Excission scar"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","37"," Forehead flap skin eyebrow"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","38"," Laser skin"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","39"," Lipoma excision"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","40"," Marsupialization skin"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","41"," Nd-yag-laser coagulation upper lip"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","42"," Partial excision nevus thigh"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","43"," Partial excision skin"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","44"," Release tethered cord"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","45"," Resection"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","46"," Revision scar C excision"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","47"," Scar excision"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","48"," Scar excision at face"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","49"," Shaving excision skin"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","50"," Skin excision"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","51"," Stage excision skin"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","52"," Subcutaneous excision"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","53"," Submucosal excision"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","54"," Total excision back"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","55"," Wide excision back"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","56"," Wide excision forearm"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","57"," Wide excision hand"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","58"," Z-plasty Rt Leg"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","59"," SPTL leg"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","60"," Wide excision Rt groin skin"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","61"," Removal cyst back"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","62"," Excision mass rt foot"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","63"," Excision nevus Lt axilla"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","64"," Wide excision carbuncle"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","65"," Excision Pyogenic granuloma"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","66"," V. Beam laser lt thigh"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","67"," Dermolipectomy rt medial thigh"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","68"," Excision lipoma back"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","69"," Excision ulcer foot"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","70"," Excision hemangioma lt leg"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","71"," Excision seroma arm"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","72"," Excision keloid"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","73"," Excision sebaceous cyst"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","74"," V-beam laser"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","75"," Excision subcutaneous calcification"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","76"," Excision lipoma thigh"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","77"," CO 2 ablation molluscum contagiosum"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","78"," Wide excision sinus tract buttock"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","79"," Excision Lipoma Lt. buttock"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","80"," Excisional biopsy of nevus"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","81"," Excission Nevus skin"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","82"," Excision mass foot Rt"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","83"," Excision sacrococcygeal teratoma"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"863","84"," Excision sacrococygeal teratoma"," Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue"," ",
"864","01"," Wide Excision skin"," Radical excision of skin lesion"," ",
"864","02"," Wide excision groin"," Radical excision of skin lesion"," ",
"864","03"," Wide excision skin"," Radical excision of skin lesion"," ",
"864","04"," Wide excision skin leg"," Radical excision of skin lesion"," ",
"864","05"," Wide excision melanoma heel"," Radical excision of skin lesion"," ",
"864","06"," Wide excision scalp"," Radical excision of skin lesion"," ",
"865","00",""," Suture of skin and subcutaneous tissue","*",
"8651","00",""," Replantation of scalp"," ",
"8659","01"," Closure pressure"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","02"," Delay suture skin"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","03"," Delayed suture skin"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","04"," Explore and suture wound"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","05"," Primary closure skin"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","06"," Primary suture skin"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","07"," Repair anterior injury with suture"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","08"," Repair dosalis pedis"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","09"," Repair wound"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","10"," Resuture scalp laceration"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","11"," Resuture wound"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","12"," Resuture wound rt occipital"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","13"," S/S"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","14"," Suture closure skin"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","15"," Suture facial wound"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","16"," Suture head"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","17"," Suture head skin"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","18"," Suture scalp"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","19"," Suture skin"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","20"," Suture wound"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","21"," Suture wound Lt hand"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","22"," Suture wound at back"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","23"," Suture wound at face"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","24"," Sutured skin"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","25"," Sutured wound"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","26"," Wound resuture"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","27"," Repair facial laceration"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","28"," Resuture by neurosurgery"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","29"," Suture (scalp)"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","30"," Delay 1í suture skin"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","31"," Closure skin defect"," Suture of skin and subcutaneous tissue of other sites"," ",
"8659","32"," Primary suture"," Suture of skin and subcutaneous tissue of other sites"," ",
"866","00",""," Free skin graft","*",
"8660","01"," Slap debulking"," Free skin graft, not otherwise specified"," ",
"8661","01"," FTSG"," Full-thickness skin graft to hand"," ",
"8661","02"," FTSG Lt hand"," Full-thickness skin graft to hand"," ",
"8661","03"," FTSG hand"," Full-thickness skin graft to hand"," ",
"8662","01"," Debridement"," Other skin graft of hand"," ",
"8662","02"," Digital island flap"," Other skin graft of hand"," ",
"8662","03"," Flap at Rt hand"," Other skin graft of hand"," ",
"8662","04"," Groin flap coverage hand"," Other skin graft of hand"," ",
"8662","05"," Local skin flap hand"," Other skin graft of hand"," ",
"8662","06"," STSG hand"," Other skin graft of hand"," ",
"8662","07"," V-Y graft finger"," Other skin graft of hand"," ",
"8663","01"," FTSG"," Full-thickness skin graft to other sites"," ",
"8663","02"," Revision with FTSG"," Full-thickness skin graft to other sites"," ",
"8663","03"," Full thickness skin graft"," Full-thickness skin graft to other sites"," ",
"8663","04"," Full thickness skin graft"," Full-thickness skin graft to other sites"," ",
"8664","01"," Hair transplantation"," Hair transplant"," ",
"8665","00",""," Heterograft to skin"," ",
"8666","00",""," Homograft to skin"," ",
"8667","00",""," Dermal regenerative graft"," ",
"8669","01"," Augmentation graft facial"," Other skin graft to other sites"," ",
"8669","02"," Dermal fat"," Other skin graft to other sites"," ",
"8669","03"," Dermit-fat-graft"," Other skin graft to other sites"," ",
"8669","04"," FTSG"," Other skin graft to other sites"," ",
"8669","05"," Flap coverage"," Other skin graft to other sites"," ",
"8669","06"," Flap skin"," Other skin graft to other sites"," ",
"8669","07"," Groin flap coverage"," Other skin graft to other sites"," ",
"8669","08"," Inferior gluteal flap coverage"," Other skin graft to other sites"," ",
"8669","09"," STSG"," Other skin graft to other sites"," ",
"8669","10"," STSG coverage"," Other skin graft to other sites"," ",
"8669","11"," STSG from LT thigh"," Other skin graft to other sites"," ",
"8669","12"," Skin flap"," Other skin graft to other sites"," ",
"8669","13"," Skin graft"," Other skin graft to other sites"," ",
"8669","14"," Thickness skin graft"," Other skin graft to other sites"," ",
"8669","15"," V-Y flap with graft skin"," Other skin graft to other sites"," ",
"8669","16"," Dermis fat graft Lt orbital"," Other skin graft to other sites"," ",
"8669","17"," STSG lt foot"," Other skin graft to other sites"," ",
"8669","18"," Myocutaneous flap"," Other skin graft to other sites"," ",
"8669","19"," STSG at Rt foot"," Other skin graft to other sites"," ",
"8669","20"," Partial thickness skin graft"," Other skin graft to other sites"," ",
"8669","21"," STSG"," Other skin graft to other sites"," ",
"867","00",""," Pedicle grafts or flap","*",
"8670","01"," Gluteal thigh flap"," Pedicle or flap graft, not otherwise specified"," ",
"8671","01"," TE insertion"," Cutting and preparation of pedicle grafts or flaps"," ",
"8671","02"," TE-insertion"," Cutting and preparation of pedicle grafts or flaps"," ",
"8671","03"," Tissue expander insertion"," Cutting and preparation of pedicle grafts or flaps"," ",
"8671","04"," Preparation skin flap"," Cutting and preparation of pedicle grafts or flaps"," ",
"8672","01"," Advancement flap"," Advancement of pedicle graft"," ",
"8672","02"," Advancement flap skin"," Advancement of pedicle graft"," ",
"8672","03"," Bilateral V-Y advancement flap"," Advancement of pedicle graft"," ",
"8672","04"," Bilobe flap advancement"," Advancement of pedicle graft"," ",
"8672","05"," Cheek flap advancement"," Advancement of pedicle graft"," ",
"8672","06"," Flap advancement thigh"," Advancement of pedicle graft"," ",
"8672","07"," Franto orbital advancement"," Advancement of pedicle graft"," ",
"8672","08"," V-Y advancement flap"," Advancement of pedicle graft"," ",
"8672","09"," Cutaneous advance flap ano"," Advancement of pedicle graft"," ",
"8673","01"," Rt groin flap coverage finger"," Attachment of pedicle or flap graft to hand"," ",
"8673","02"," V-Y advance flap hand"," Attachment of pedicle or flap graft to hand"," ",
"8674","01"," Detach flap"," Attachment of pedicle or flap graft to other sites"," ",
"8674","02"," Detach groin flap"," Attachment of pedicle or flap graft to other sites"," ",
"8674","03"," Detached flap"," Attachment of pedicle or flap graft to other sites"," ",
"8674","04"," Enblock resection with rotation flap coverage"," Attachment of pedicle or flap graft to other sites"," ",
"8674","05"," Flap coverage skin"," Attachment of pedicle or flap graft to other sites"," ",
"8674","06"," Flap coverge"," Attachment of pedicle or flap graft to other sites"," ",
"8674","07"," Lt gluteal fasciocutaneous flap"," Attachment of pedicle or flap graft to other sites"," ",
"8674","08"," Pedicle detachment forehead"," Attachment of pedicle or flap graft to other sites"," ",
"8674","09"," Rotation advancement"," Attachment of pedicle or flap graft to other sites"," ",
"8674","10"," Rotation flap"," Attachment of pedicle or flap graft to other sites"," ",
