"Payer","ชื่อหน่วยงาน","สิทธิ","ประเภท","จังหวัด","ชื่อย่อ"
"52316","สำนักงานเทศบาลตำบลคลองด่าน","AR",001,"สมุทรปราการ","เทศบาล"
"52317","การประปาส่วนภูมิภาค สาขาจันทบุรี","AR",004,"จันทบุรี","กปภ."
"52318","สำนักงานเทศบาลตำบลพนมสารคาม","AR",001,"ฉะเชิงเทรา","เทศบาล"
"52319","องค์การบริหารส่วนตำบลนาโสม","AR",001,"ลพบุรี","อบต."
"52320","องค์การบริหารส่วนตำบลทรัพย์อนันต์","AR",001,"ชุมพร","อบต."
"52321","องค์การบริหารส่วนตำบลเด่นใหญ่","AR",001,"ชัยนาท","อบต."
"52322","ศูนย์เรียนรู้ยางพาราจังหวัดกระบี่","AR",004,"กระบี่","ศูนย์เรียนรู้"
"52323","การไฟฟ้าส่วนภูมิภาค สาขาอำเภอปัว","AR",004,"น่าน","กฟภ."
"52324","องค์การบริหารส่วนตำบลพระธาตุบังพวน","AR",001,"หนองคาย","อบต."
"52325","สำนักงานเทศบาลตำบลไทรโยง-ไชยวาล","AR",001,"นครราชสีมา","เทศบาล"
"52326","องค์การบริหารส่วนตำบลจะกง","AR",001,"ศรีสะเกษ","อบต."
"52327","องค์การบริหารส่วนตำบลตาขีด","AR",001,"นครสวรรค์","อบต."
"52328","องค์การบริหารส่วนตำบลบางคลาน","AR",001,"กำแพงเพชร","อบต."
"52329","สำนักงานเทศบาลตำบลบางคลาน","AR",001,"พิจิตร","เทศบาล"
"11560","โรงพยาบาลเมโย",,,"กรุงเทพมหานคร","รพ.เอกชน"
"52330","สำนักงานเทศบาลตำบลบางผึ้ง","AR",001,"ฉะเชิงเทรา","เทศบาล"
"52331","การไฟฟ้าส่วนภูมิภาคสาขาอำเภอทองผาภูมิ","AR",004,"กาญจนบุรี","กฟภ."
"23884","จันทรเกษมคลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิกเวชกรรม"
"52332","องค์การบริหารส่วนตำบลทองมงคล","AR",001,"ประจวบคีรีขันธ์","อบต."
"23902","คลินิกเวชกรรมเจริญแพทย์ดุสิต",,,"กรุงเทพมหานคร","คลินิกเวชกรรม"
"52333","องค์การบริหารส่วนตำบลบ้านควน","AR",001,"ชุมพร","อบต."
"52334","องค์การบริหารส่วนตำบลสระกรวด","AR",001,"เพชรบูรณ์","อบต."
"00935","โรงพยาบาลส่งเสริมสุขภาพตำบลเฉลิมพระเกียรติ",,,"สมุทรปราการ","รพ.รัฐบาล"
"52335","บริษัท โตโยต้า มอเตอร์ เอเชีย แปซิฟิค เอ็นจิเนียริ่ง แอนด์ แมนูแฟคเจอริ่ง จำกัด
(บริษัท โตเกียวมารีนประกันภัย(ประเทศไทย) จำกัด(มหาชน)","AR",003,"สมุทรปราการ","โตโยต้า"
"02548","โรงพยาบาลส่งเสริมสุขภาพตำบลศรีษะละเลิง",,,"นครราชสีมา","รพ.รัฐบาล"
"15282","ศูนย์สุขภาพชุมชนประชาอุทิศ",,,"พิษณุโลก","ศูนย์สุขภาพ"
"52336","การไฟฟ้าส่วนภูมิภาคตำบลลาดหญ้า","AR",004,"กาญจนบุรี","กฟภ."
"52337","องค์การบริหารส่วนตำบลสายลำโพง","AR",001,"นครสวรรค์","อบต."
"52338","องค์การบริหารส่วนตำบลวังโบสถ์","AR",001,"เพชรบูรณ์","อบต."
"52339","สำนักงานเทศบาลตำบลไม้เรียง","AR",001,"นครศรีธรรมราช","เทศบาล"
"24060","ศูนย์การแพทย์ มทส.",,,"นครราชสีมา","ศูนย์การแพทย์"
"52340","สำนักงานเทศบาลเมืองน่าน","AR",001,"น่าน","เทศบาล"
"52341","องค์การบริหารส่วนตำบลบ่อแร่","AR",001,"ชัยนาท","อบต."
"52342","องค์การบริหารส่วนตำบลด่านแม่แฉลบ","AR",001,"กาญจนบุรี","อบต."
"52343","สำนักงานเทศบาลตำบลชากบก","AR",001,"ระยอง","เทศบาล"
"52344","บริษัท กระเบื้องกระดาษไทย จำกัด(โรงงานหนองแค)","AR",003,"สระบุรี","SCG"
"27976","โรงพยาบาลเหล่าเสือโก้ก",,,"อุบลราชธานี","รพ.รัฐบาล"
"52345","สำนักงานเขตพื้นที่การศึกษาประถมศึกษาสิงห์บุรี","AR",001,"สิงห์บุรี","สพท."
"52346","การประปาส่วนภูมิภาคสาขาชุมพวง","AR",004,"นครราชสีมา","กปภ."
"23910","การแพทย์เทอดไทคลินิเวชกรรม",,,"กรุงเทพมหานคร","หน่วยงานเอกชน"
"52347","บริษัท โตเกียวมารีนประกันภัย (ประเทศไทย) จำกัด(มหาชน)","AR",003,"กรุงเทพมหานคร","ประกันภัย"
"28015","โรงพยาบาลโพธิ์ศรีสุวรรณ",,,"ศรีสะเกษ","รพ.รัฐบาล"
"28014","โรงพยาบาลพยุห์",,,"ศรีสะเกษ","รพ.รัฐบาล"
"52348","การไฟฟ้าส่วนภูมิภาคสาขาอำเภอประทาย","AR",004,"นครราชสีมา","กฟภ."
"11637","สถานพยาบาลนันอา",,,"กรุงเทพมหานคร","รพ.เอกชน"
"08632","โรงพยาบาลส่งเสริมสุขภาพบ้านลาด",,,"เพชรบุรี","รพ.รัฐบาล"
"24931","เรือพระร่วงคลินิกเวชกรรม สาขา 5",,,"กรุงเทพมหานคร","คลินิก กทม."
"52349","ฉุกเฉิน กทม.",,,"กรุงเทพมหานคร","ฉุกเฉิน กทม."
"52350","ฉุกเฉิน ตจว.",,,"กรุงเทพมหานคร","ฉุกเฉิน ตจว."
"24079","คาเมราตาคลินิกเวชกรรม ",,,"กรุงเทพมหานคร","คลินิกเอกชน"
"28006","โรงพยาบาลเกาะจันทร์",,,"ชลบุรี","รพ.รัฐบาล"
"24551","สายไหมสหคลินิก สาขาลาดกระบัง",,,"กรุงเทพมหานคร","คลินิกเอกชน"
"27844","โรงพยาบาลโนนนารายณ์",,,"สุรินทร์","รพ.รัฐบาล"
"52351","สถาบันวิจัยแสงชินโครตรอน(องค์การมหาชน)","AR",003,"นครราชสีมา","สถาบัน"
"52352","โครงการจัยและติดตามในกลุ่มนักมวยเด็ก      ","AR",001,"กรุงเทพมหานคร","โครงการวิจัย"
"52353","การประปาส่วนภูมิภาคเขต 9","AR",004,"เชียงใหม่","กปภ."
"52354","การไฟฟ้าส่วนภูมิภาคสาขาอำเภอชนแดน","AR",004,"เพชรบูรณ์","กฟภ."
"52355","การประปาส่วนภูมิภาคสาขาธัญบุรี","AR",004,"ปทุมธานี","กปภ."
"52356","โครงการความชุกของการเกิดเนื้อเยื่อพังผืดในเด็กฯ","AR",001,"กรุงเทพมหานคร","โครงการวิจัย"
"52357","สำนักงานเขตพื้นที่การศึกษาประถมศึกษาสมุทรสงคราม","AR",001,"สมุทรสงคราม","สพท."
"52358","การไฟฟ้าส่วนภูมิภาคจังหวัดนครราชสีมา 2 (หัวทะเล)","AR",004,"นครราชสีมา","กฟภ."
"52359","การไฟฟ้าส่วนภูมิภาคอำเภอบรรพตพิสัย","AR",004,"นครสวรรค์","กฟภ."
"52360","การไฟฟ้าส่วนภูมิภาคอำเภอชุมแสง","AR",004,"นครสวรรค์","กฟภ."
"52361","การไฟฟ้าส่วนภูมิภาคจังหวัดลำปาง","AR",004,"ลำปาง","กฟภ."
"52362","สถาบันสารสนเทศทรัพยากรน้ำและการเกษตร","AR",003,"กรุงเทพมหานคร","สถาบัน"
"52363","การไฟฟ้าส่วนภูมิภาคสาขาอำเภอแปลงยาว","AR",004,"ฉะเชิงเทรา","กฟภ."
"52364","ธนาคารออมสินภาค 13","AR",004,"นครราชสีมา","ธนาคาร"
"52365","สำนักงานวิจัยเพื่อการพัฒนาหลักประกันสุขภาพไทย","AR",003,"นนทบุรี","สนง.วิจัย"
"27842","โรงพยาบาลเขวาสินรินทร์",,,"สุรินทร์","รพ.รัฐบาล"
"52366","การไฟฟ้าส่วนภูมิภาคอำเภอบ้านฉาง","AR",004,"ระยอง","กฟภ."
"28005","โรงพยาบาลเมืองพัทยา",,,"ชลบุรี","รพ.รัฐบาล"
"52367","การไฟฟ้าส่วนภูมิภาคอำเภอค่ายบางระจัน","AR",004,"สิงห์บุรี","กฟภ."
"27968","โรงพยาบาลน้ำขุ่น",,,"อุบลราชธานี","รพ.รัฐบาล"
"52368","ธนาคารออมสินภาค 14","AR",004,"พระนครศรีอยุธยา","ธนาคาร"
"52369","โครงการคุมกำเนิดกึ่งถาวร",,,"กรุงเทพมหานคร","โครงการ"
"24821","โรงพยาบาลนาเยีย",,,"อุบลราชธานี","รพ.รัฐบาล"
"52370","โครงการวิจัย fibroscan in HD","AR",001,"กรุงเทพมหานคร","โครงการวิจัย"
"52371","โครงการวิจัย วิจัย COPD-Cardiovascular Disease","AR",001,"กรุงเทพมหานคร","โครงการวิจัย"
"52372","โครงการวิจัย COPD Biomarkers","AR",001,"กรุงเทพมหานคร","โครงการวิจัย"
"52373","โครงการวิจัย RTA in CHB","AR",001,"กรุงเทพมหานคร","โครงการวิจัย"
"24979","มิตรไมตรีคลินิกเวชกรรม(ตลาดไทยประกัน)",,,"สมุทรปราการ","คลินิกเวชกรรม"
"52374","โครงการวิจัยแบบสุ่มทางคลินิก ฯ","AR",001,"กรุงเทพมหานคร","โครงการวิจัย"
"28898","สุขผลินคลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิกเวชกรรม"
"52375","กองสร้างเสริมสุขภาพ สำนักอนามัย","AR",001,"กรุงเทพมหานคร","กทม."
"52376","การไฟฟ่าส่วนภูมิภาคอำเภอบ้านบึง","AR",004,"ชลบุรี","กฟภ."
"52377","การไฟฟ้าส่วนภูมิภาคเขต 1 ภาค 1 จ.เชียงใหม่","AR",004,"ลำพูน","กฟภ."
"52378","มหาวิทยาลัยหอการค้าไทย","AR",003,"กรุงเทพมหานคร","มหาวิทยาลัย"
"52379","โครงการวิจัย Accent MRI Study","AR",001,"กรุงเทพมหานคร","โครงการวิจัย"
"52380","กองราชเลขานุการในพระองค์ สมเด็จพระเทพรัตนราชสุดาฯ","AR",001,"กรุงเทพมหานคร","ในวัง"
"52381","การไฟฟ้าส่วนภูมิภาคจังหวัดตราด","AR",004,"ตราด","กฟภ."
"52382","บริษัท ไทย เอ็มเอฟซี จำกัด","AR",003,"ระยอง","SCG"
"28020","โรงพยาบาลบ้านด่าน",,,"บุรีรัมย์","รพ.รัฐบาล"
"52383","สถานพยาบาล องค์การกระจายเสียงและแพร่ภาพสาธารณะแห่งประเทศไทย(ส.ส.ท.)","AR",003,"กรุงเทพมหานคร","Thai PBS."
"52384","การไฟฟ้าส่วนภูมิภาคอำเภอเบตง","AR",004,"ยะลา","กฟภ."
"28016","โรงพยาบาลศิลาลาด",,,"ศรีสะเกษ","รพ.รัฐบาล"
"52385","โครงการดูแลผู้ป่วยปากแหว่ง เพดานโหว่ กรณีทันตกรรมจัดฟัน",,,"กรุงเทพมหานคร","โครงการเฉพาะ"
"52386","การไฟฟ้าส่วนภูมิภาคสาขาอำเภอวัดสิงห์","AR",004,"ชัยนาท","กฟภ."
"52387","สำนักงานเขตพื้นที่การศึกษาประถมศึกษากาญจนบุรี เขต 3","AR",001,"กาญจนบุรี","สพท."
"52388","สำนักงานประกันสังคมจังหวัดสมุทรปราการ  สาขาบางเสาธง",,,"สมุทรปราการ","สปส."
"52389","การไฟฟ้าส่วนภูมิภาคจังหวัดนครพนม","AR",004,"นครพนม","กฟภ."
"52390","โครงการวิจัยยาทาโครลิมุสฯ","AR",001,"กรุงเทพมหานคร","โครงการวิจัย"
"52391","โครงการผู้ป่วยวัณโรค ",,,"กรุงเทพมหานคร","โครงการโรคเฉพาะ"
"52392","ธนาคารออมสินสาขาแฟชั่นไอส์แลนด์","AR",004,"กรุงเทพมหานคร","ธนาคาร"
"52393","ธนาคารออมสินสาขาโชคชัย 4","AR",004,"กรุงเทพมหานคร","ธนาคาร"
"28858","โรงพยาบาลบ้านคา",,,"ราชบุรี","รพ.รัฐบาล"
"52394","สำนักงานเขตพื้นที่การศึกษาประถมศึกษาชุมพร เขต 2","AR",001,"ชุมพร","สพท."
"52395","การไฟฟ้าส่วนภูมิภาคอำเภอเชียงยืน","AR",004,"มหาสารคาม","กฟภ."
"29203","บางจากคลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิกเวชกรรม"
"52396","การประปาส่วนภูมิภาค สาขาบางคล้า","AR",004,"ฉะเชิงเทรา","กปภ."
"52397","สถาบันชีววิทยาศาสตร์โมเลกุล มหาวิทยาลัยมหิดล",,,"นครปฐม","สถาบัน"
"28010","โรงพยาบาลโกสัมพีนคร",,,"กำแพงเพชร","รพ.รัฐบาล"
"52398","สำนักงานคณะกรรมการการเลือกตั้งประจำจังหวัดชุมพร","AR",001,"ชุมพร","กกต."
"52399","ธนาคารออมสินภาค 10","AR",004,"อุดรธานี","ธนาคาร"
"27974","โรงพยาบาลหนองมะโมง",,,"ชัยนาท","รพ.รัฐบาล"
"13760","โรงพยาบาลมะเร็งชลบุรี",,,"ชลบุรี","รพ.รัฐบาล"
"28785","โรงพยาบาลบางเสาธง",,,"สมุทรปราการ","รพ.รัฐบาล"
"52400","สำนักงานพัฒนาที่อยู่อาศัย",,,"กรุงเทพมหานคร","กทม."
"52401","ศูนย์การกีฬาแห่งประเทศไทยภาค 2",,,"สุพรรณบุรี","การกีฬา"
"24925","มิตรไมตรีคลินิกเวชกรรม(ไทยสมบูรณ์)",,,"ปทุมธานี","คลินิก"
"24041","รักษ์สุขคลินิกเวชกรรม(สาขาไวท์เฮ้าส์)",,,"ปทุมธานี","คลินิก"
"52402","การประปาส่วนภูมิภาคสาขาเพชรบุรี","AR",004,"เพชรบุรี","กปภ."
"27843","โรงพยาบาลศรีณรงค์",,,"สุรินทร์","รพ.รัฐบาล"
"52403","โครงการวิจัย HRCT diagnosed bronchiectasis in COPD","AR",001,"กรุงเทพมหานคร","โครงการวิจัย"
"52404","สำนักงานเขตพื้นที่การศึกษาประถมศึกษาสุราษฎร์ธานี เขต 3","AR",001,"สุราษฎร์ธานี","สพท."
"52405","สถานธนานุบาลเทศบาลเมืองสัตหีบ","AR",001,"ชลบุรี","สถานธนานุบาล"
"29205","เจริญกรุง 91 คลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิกเวชกรรม"
"52406","สถานธนานุบาลเทศบาลเมืองอุทัยธานี","AR",001,"อุทัยธานี","สถานธนานุบาล"
"27990","โรงพยาบาลหนองฮี",,,"ร้อยเอ็ด","รพ.รัฐบาล"
"52407","สถานธนานุบาลเทศบาลเมืองพระประแดง","AR",001,"สมุทรปราการ","สถานธนานุบาล"
"02545","โรงพยาบาลส่งเสริมสุขภาพตำบลโนนฝรั่ง",,,"นครราชสีมา","รพ.รัฐบาล"
"23933","มิตรไมตรีคลินิกเวชกรรม(พิมลราช)",,,"นนทบุรี","คลินิกเวชกรรม"
"29206","คลินิกเวชกรรมแพทย์ศรีนครินทร์ สาขาพัฒนาการ",,,"กรุงเทพมหานคร","คลินิกเวชกรรม"
"04007","โรงพยาบาลซับใหญ่",,,"ชัยภูมิ","รพ.รัฐบาล"
"52408","การประปาส่วนภูมิภาคสาขาตราด","AR",004,"ตราด","กปภ."
"52409","ธนาคารออมสินเขตจันทบุรี","AR",004,"จันทบุรี","ธนาคาร"
"52410","โครงการปลูกถ่ายไต(อปท.)",,,"กรุงเทพมหานคร","โครงการ อปท."
"28786","โรงพยาบาลมะนัง",,,"สตูล","สตูล"
"31161","รักษ์สุขคลินิกเวชกรรม(สาขาคลอง 8)",,,"ปทุมธานี","คลินิเวชกรรม"
"52411","สำนักงานคณะกรรมการการเลือกตั้งประจำจังหวัดพังงา","AR",001,"พังงา","กกต."
"52412","โครงการวิจัย CAP & MAEAL","AR",001,"กรุงเทพมหานคร","โครงการวิจัย"
"52413","โครงการวิจัย PROJECT PIC","AR",001,"กรุงเทพมหานคร","โครงการวิจัย"
"52414","การตรวจ cytomegalovirus polymerase chain reaction ในอุจจาระ","AR",001,"กรุงเทพมหานคร","โครงการวิจัย"
"52415","ติดตามและประเมินสภาวะสุขภาพผู้บริจาคไตที่มีชีวิต","AR",001,"กรุงเทพมหานคร","โครงการวิจัย"
"52416","สวนสัตว์ขอนแก่น","AR",001,"ขอนแก่น","องค์การ"
"24022","ศูนย์การแพทย์มหาวิทยาลัยนเรศวรพะเยา",,,"พะเยา","ศูนย์การแพทย์"
"28012","มิตรไมตรีคลินิก(คลองหนึ่ง)",,,"ปทุมธานี","คลินิก"
"02881","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านยาง",,,"บุรีรัมย์","รพ.รัฐบาล"
"27979","โรงพยาบาลบึงนาราง",,,"พิจิตร","รพ.รัฐบาล"
"23963","คลินิกหัวเฉียวมูลนิธิป่อเต็กตึ๊ง",,,"กรุงเทพมหานคร","คลินิก"
"14910","ศูนย์บริการสาธารณสุข(เทศบาล 8)",,,"อุดรธานี","ศูนย์บริการ"
"02876","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหัววัว",,,"บุรีรัมย์","รพ.รัฐบาล"
"27988","โรงพยาบาลทุ่งเขาหลวง",,,"ร้อยเอ็ด","รพ.รัฐบาล"
"27443","โรงพยาบาลวังเจ้า",,,"ตาก","รพ.รัฐบาล"
"08138","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองปรือ",,,"กาญจนบุรี","รพ.รัฐบาล"
"52417","การไฟฟ้าส่วนภูมิภาคอำเภอบางเลน","AR",004,"นครปฐม","กฟภ."
"52418","โครงการวิจัยนวัตกรรมการตรวจวินิจฉัยและการวางแผนรักษาการหยุดหายใจขณะนอนหลับฯ","AR",001,"กรุงเทพมหานคร","โครงการวิจัย"
"52419","สถานธนานุบาลเทศบาลเมืองเพชรบูรณ์","AR",001,"เพชรบูรณ์","สถานธนานุบาล"
"52420","สถานธนานุบาลเทศบาลเมืองอ่างศิลา","AR",001,"ชลบุรี","สถานธนานุบาล"
"52421","การประปาส่วนภูมิภาค สาขาพระนครศรีอยุธยา(ชั้นพิเศษ)","AR",004,"พระนครศรีอยุธยา","กปภ."
"52422","สำนักงานคณะกรรมการการเลือกตั้งประจำจังหวัดบุรีรัมย์","AR",001,"บุรีรัมย์","กกต."
"52423","สำนักงานบริการลูกค้า กสท นครปฐม","AR",004,"นครปฐม","กสท."
"52424","การประปาส่วนภูมิภาค สาขาบ้านนา","AR",004,"นครนายก","กปภ."
"24971","สี่แยกมหานาคคลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก"
"24553","สายไหมคลินิกเวชกรรม สาขาหทัยราษฎร์",,,"กรุงเทพมหานคร","คลินิก"
"52425","การประปาส่วนภูมิภาค สาขาอุบลราชธานี","AR",004,"อุบลราชธานี","กปภ."
"00970","โรงพยาบาลส่งเสริมสุขภาพตำบลบางกระเจ้า",,,"สมุทรปราการ","รพ.รัฐบาล"
"29202","จันทร์ 16 คลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก"
"52426","สำนักงานเขตพื้นที่การศึกษาประถมศึกษาปราจีนบุรี เขต 2","AR",001,"ปราจีนบุรี","สพท."
"27978","โรงพยาบาลสากเหล็ก",,,"พิจิตร","รพ.รัฐบาล"
"52427","การไฟฟ้าส่วนภูมิภาคสาขาอำเภอปากท่อ","AR",004,"ราชบุรี","กฟภ."
"52428","การไฟฟ้าส่วนภูมิภาคอำเภอกบินทร์บุรี","AR",004,"ปราจีนบุรี","กฟภ."
"52429","สำนักงานเขตพื้นที่การศึกษาประถมศึกษาสงขลา เขต 2","AR",001,"สงขลา","สพท."
"52430","โครงการจำลองกระดูกสันหลังส่วนเอวในท่ายืนฯ","AR",001,"กรุงเทพมหานคร","โครงการวิจัย"
"24970","รักสุขภาพคลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก"
"29201","เจริญกรุง 56 คลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก"
"52431","กองกิจการศึกษาและกิจกรรมพิเศษ มหาวิทยาลัยมหิดล",,,"นครปฐม","ภายใน ม.มหิดล"
"24902","ประชาสุขคลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก"
"24903","ประชาสุขคลินิกเวชกรรม สาขาอินทามระ 4",,,"กรุงเทพมหานคร","คลินิก"
"24968","ดินแดงคลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก"
"52432","บริษัท อาร์เอฟเอส จำกัด","AR",003,"กรุงเทพมหานคร","บริษัท"
"24841","คลินิกเวชกรรมวังหิน",,,"กรุงเทพมหานคร","คลินิก"
"24840","ลาดพร้าวการแพทย์คลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก"
"52433","โรงไฟฟ้าบางปะกง","AR",001,"ฉะเชิงเทรา","กฟผ."
"52434","การยางแห่งประเทศไทยจังหวัดระนอง","AR",004,"ระนอง","สำนักงาน"
"07062","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านชุมตาบง","AR",001,"นครสวรรค์","รพ.รัฐบาล"
"52435","โครงการวิจัยบทบาทของภาพวินิจฉัยสนามแม่เหล็กฯ","AR",001,"กรุงเทพมหานคร","โครงการวิจัย"
"24684","ศูนย์บริการสาธารณสุขเยาวชนเทศบาลเมืองชัยภูมิ","AR",001,"ชัยภูมิ","ศูนย์บริการ"
"27975","โรงพยาบาลเนินขาม","AR",001,"ชัยนาท","รพ.รัฐบาล"
"52436","การไฟฟ้าส่วนภูมิภาคสาขาบ้านคลองเจ้า","AR",004,"ฉะเชิงเทรา","กฟภ."
"28875","โรงพยาบาลบางบัวทอง 2",,,"นนทบุรี","รพ.รัฐบาล"
"23878","คลินิกเวชกรรมหนองค้างพลู 1",,,"กรุงเทพมหานคร","คลินิก"
"24127","มิตรไมตรีคลินิกเวชกรรม(เขาตาโล)",,,"กรุงเทพมหานคร","คลินิก"
"24128","มิตรไมตรีคลินิกเวชกรรม(เขาน้อย)",,,"กรุงเทพมหานคร","คลินิก"
"52437","สำนักงานบริการลูกค้า กสท เขตตะวันตก ราชบุรี","AR",004,"ราชบุรี","กสท."
"52438","สำนักงานศูนย์ไปรษณีย์นครหลวง  ","AR",004,"กรุงเทพมหานคร","กสท."
"52439","สำนักงานการกีฬาแห่งประเทศไทย ภาค 5","AR",001,"เชียงใหม่","การกีฬา"
"52440","สำนักงานไปรษณีย์เขต 2 นายาอาม","AR",004,"จันทบุรี","กสท."
"25038","สุนันทาคลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก"
"23820","มิตรไมตรีคลินิกเวชกรรม(กฤษดานคร)",,,"กรุงเทพมหานคร","คลินิก"
"52441","สถานธนานุบาลเทศบาลตำบลนาเฉลียง","AR",001,"เพชรบูรณ์","สถานธนานุบาล"
"27840","โรงพยาบาลสีดา",,,"นครราชสีมา","รพ.รัฐบาล"
"52442","การไฟฟ้าส่วนภูมิภาคอำเภอปลวกแดง","AR",004,"ระยอง","กฟภ."
"52443","การประปาส่วนภูมิภาคสาขาฉะเชิงเทรา","AR",004,"ฉะเชิงเทรา","กปภ."
"23845","คลินิกเวชกรรมแพทย์ศรีนครินทร์ สาขาสี่แยกศรีนุช",,,"กรุงเทพมหานคร","คลินิก"
"52444","การไฟฟ้าส่วนภูมิภาค สาขาอำเภอพรหมบุรี","AR",004,"สิงห์บุรี","กฟภ."
"52445","สำนักงานเขตพื้นที่การศึกษาประถมศึกษานครพนม เขต 1","AR",001,"นครพนม","สพท."
"24924","มิตรไมตรีคลินิกเวชกรรม(เสมาฟ้าคราม)",,,"ปทุมธานี","คลินิก"
"52446","การศึกษาค่ามาตรฐานของการบีบตัวของหลอดอาหาร
โดยเครื่อง high resolution manometry with impedance 
study ในคนไทยปกติ","AR",001,"กรุงเทพมหานคร","โครงการวิจัย"
"12260","โรงพยาบาลศรีธัญญา",,,"นนทบุรี","รพ.รัฐบาล"
"40738","มิตรเจริญกรุงคลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก"
"52447","การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย เขื่อนรัชชประภา","AR",001,"สุราษฎร์ธานี","กฟผ."
"52448","สำนักงาน ลำภูรา ฝ่ายปฏิบัติภาคใต้(กฟผ.)","AR",001,"ตรัง","กฟผ."
"13827","โรงพยาบาล สต.หนองยารักษ์",,,"นครราชสีมา","รพ.รัฐบาล"
"22163","พระยาสุเรนทร์เวชกรรมคลินิก",,,"กรุงเทพมหานคร","คลินิก"
"52449","กองไฟฟ้าลำตะคองชลภาวัฒนา (กฟผ.)","AR",001,"ขอนแก่น","กฟผ."
"52450","สถาบันคุ้มครองเงินฝาก","AR",003,"กรุงเทพมหานคร","สถาบัน"
"23901","คลินิกเวชกรรมเจริญแพทย์ปิ่นเกล้า",,,"กรุงเทพมหานคร","คลินิก"
"29204","คลินิกเวชกรรมแพทย์ศรีนครินทร์ สาขาประเวศ",,,"กรุงเทพมหานคร","คลินิก"
"02878","โรงพยาบาลส่งเสริมสุขภาพต.บ้านบุลาว",,,"บุรีรัมย์","รพ.รัฐบาล"
"52451","การศึกษาวิจัยระยะ1/2แบบเปิดเผยข้อมูลฯด้วยการถ่ายเซลล์ต้นกำเนิดฯ","AR",001,"กรุงเทพมหานคร","โครงการวิจัย"
"40491","โรงพยาบาลเฉลิมพระเกียรติ",,,"นครศรีธรรมราช","รพ.รัฐบาล"
"24957","พญาไทสิทธิเวชคลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก"
"28823","โรงพยาบาลดอยหลวง",,,"เชียงราย","รพ.รัฐบาล"
"02877","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบัว",,,"บุรีรัมย์","รพ.รัฐบาล"
"02550","โรงพยาบาลส่งเสริมสุขภาพตำบลมะค่า",,,"นครราชสีมา","รพ.รัฐบาล"
"52452","สำนักงานรัฐบาลอิเล็กทรอนิกส์(องค์การมหาชน)","AR",004,"กรุงเทพมหานคร","สนง."
"52453","การไฟฟ้าส่วนภูมิภาคอำเภอบางสะพาน","AR",004,"สิงห์บุรี","กฟภ."
"52454","การประปาส่วนภูมิภาคสาขาพัทยา(ชั้นพิเศษ)","AR",004,"ชลบุรี","กปภ."
"52455","การไฟฟ้าส่วนภูมิภาคบางแสน","AR",004,"ชลบุรี","กฟภ."
"52456","การประปาส่วนภูมิภาคสาขาหลังสวน","AR",004,"ชุมพร","กปภ."
"52457","การประปาส่วนภูมิภาคสาขาบางสะพาน","AR",004,"ประจวบคีรีขันธ์","กปภ."
"28024","ธรรศวรรณสหคลินิก",,,"กรุงเทพมหานคร","คลินิก"
"52458","การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย เขื่อนภูมิพล","AR",001,"ตาก","กฟผ."
"52459","การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย เขื่อนวชิราลงกรณ","AR",001,"กาญจนบุรี","กฟผ."
"52460","การไฟฟ้าส่วนภูมิภาคจังหวัดขอนแก่น","AR",004,"ขอนแก่น","กฟภ."
"52461","สำนักงานเขตพื้นที่การศึกษาประถมศึกษาชลบุรี เขต 2","AR",001,"ชลบุรี","สพท."
"52463","สำนักคณะกรรมการการเลือกตั้งประจำจังหวัดนครสวรรค์","AR",001,"นครสวรรค์","กกต."
"52464","การไฟฟ้าส่วนภูมิภาคจังหวัดสตูล","AR",004,"สตูล","กฟภ."
"40499","เจริญราษฎร์คลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก"
"52465","การไฟฟ้าส่วนภูมิภาคประตูน้ำพระอินทร์(สาขาที่371)","AR",004,"พระนครศรีอยุธยา","กฟภ."
"03077","โรงพยาบาลส่งเสริมสุขภาพตำบลปราสาท",,,"บุรีรัมย์","รพ.รัฐบาล"
"03814","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคำนกเปล้า",,,"อุบลราชธานี","รพ.รัฐบาล"
