"Payer","Name","Coverage","Type","Province","ShortName","Project","GroupID","Customer"
"52435","โครงการวิจัยบทบาทของภาพวินิจฉัยสนามแม่เหล็กฯ","PUB",1,"กรุงเทพมหานคร","โครงการวิจัย",,"001",
"24684","ศูนย์บริการสาธารณสุขเยาวชนเทศบาลเมืองชัยภูมิ","PUB",1,"ชัยภูมิ","ศูนย์บริการ",,"001",
"27975","โรงพยาบาลเนินขาม","PUB",1,"ชัยนาท","รพ.รัฐบาล",,"001",
"52436","การไฟฟ้าส่วนภูมิภาคสาขาบ้านคลองเจ้า","SEP",3,"ฉะเชิงเทรา","กฟภ.",,"004",
"28875","โรงพยาบาลบางบัวทอง 2",,,"นนทบุรี","รพ.รัฐบาล",,"001",
"23878","คลินิกเวชกรรมหนองค้างพลู 1",,,"กรุงเทพมหานคร","คลินิก",,"001",
"24127","มิตรไมตรีคลินิกเวชกรรม(เขาตาโล)",,,"กรุงเทพมหานคร","คลินิก",,"001",
"24128","มิตรไมตรีคลินิกเวชกรรม(เขาน้อย)",,,"ชลบุรี","คลินิก",,"001",
"52437","สำนักงานบริการลูกค้า กสท เขตตะวันตก ราชบุรี","SEP",3,"ราชบุรี","กสท.",,"004",
"52438","สำนักงานศูนย์ไปรษณีย์นครหลวง  ","SEP",3,"กรุงเทพมหานคร","กสท.",,"004",
"52439","สำนักงานการกีฬาแห่งประเทศไทย ภาค 5","PUB",1,"เชียงใหม่","การกีฬา",,"001",
"52440","สำนักงานไปรษณีย์เขต 2 นายาอาม","SEP",3,"จันทบุรี","กสท.",,"004",
"25038","สุนันทาคลินิกเวชกรรม",,,"กรุงเทพมหานคร","คลินิก",,"001",
"23820","มิตรไมตรีคลินิกเวชกรรม(กฤษดานคร)",,,"นนทบุรี","คลินิก",,"001",
"52441","สถานธนานุบาลเทศบาลตำบลนาเฉลียง","PUB",1,"เพชรบูรณ์","สถานธนานุบาล",,"001",
"27840","โรงพยาบาลสีดา",,,"นครราชสีมา","รพ.รัฐบาล",,"001",
"52442","การไฟฟ้าส่วนภูมิภาคอำเภอปลวกแดง","SEP",3,"ระยอง","กฟภ.",,"004",
"52443","การประปาส่วนภูมิภาคสาขาฉะเชิงเทรา","SEP",3,"ฉะเชิงเทรา","กปภ.",,"004",
"23845","คลินิกเวชกรรมแพทย์ศรีนครินทร์ สาขาสี่แยกศรีนุช","PUB",1,"กรุงเทพมหานคร","คลินิก",,"001",
"52444","การไฟฟ้าส่วนภูมิภาค สาขาอำเภอพรหมบุรี","SEP",3,"สิงห์บุรี","กฟภ.",,"004",
"52445","สำนักงานเขตพื้นที่การศึกษาประถมศึกษานครพนม เขต 1","PUB",2,"นครพนม","สพท.",,"001",
"24924","มิตรไมตรีคลินิกเวชกรรม(เสมาฟ้าคราม)","PRI",2,"ปทุมธานี","คลินิก",,"001",
"52446","การศึกษาค่ามาตรฐานของการบีบตัวของหลอดอาหาร โดยเครื่อง high resolution manometry with impedance study ในคนไทยปกติ","PUB",2,"กรุงเทพมหานคร","โครงการวิจัย","R110580114","001",
"12260","โรงพยาบาลศรีธัญญา","PUB",1,"นนทบุรี","รพ.รัฐบาล",,"001",
"40738","มิตรเจริญกรุงคลินิกเวชกรรม","PUB",1,"กรุงเทพมหานคร","คลินิก",,"001",
"52447","การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย เขื่อนรัชชประภา","PUB",3,"สุราษฎร์ธานี","กฟผ.",,"001",
"52448","สำนักงาน ลำภูรา ฝ่ายปฏิบัติภาคใต้(กฟผ.)","PUB",3,"ตรัง","กฟผ.",,"001",
"13827","โรงพยาบาล สต.หนองยารักษ์","PUB",1,"นครราชสีมา","รพ.รัฐบาล",,"001",
"22163","พระยาสุเรนทร์เวชกรรมคลินิก","PUB",1,"กรุงเทพมหานคร","คลินิก",,"001",
"52449","กองไฟฟ้าลำตะคองชลภาวัฒนา (กฟผ.)","PUB",3,"ขอนแก่น","กฟผ.",,"001",
"52450","สถาบันคุ้มครองเงินฝาก","PUB",3,"กรุงเทพมหานคร","สถาบัน",,"003",
"23901","คลินิกเวชกรรมเจริญแพทย์ปิ่นเกล้า","PUB",1,"กรุงเทพมหานคร","คลินิก",,"001",
"29204","คลินิกเวชกรรมแพทย์ศรีนครินทร์ สาขาประเวศ","PUB",1,"กรุงเทพมหานคร","คลินิก",,"001",
"02878","โรงพยาบาลส่งเสริมสุขภาพต.บ้านบุลาว","PUB",1,"บุรีรัมย์","รพ.รัฐบาล",,"001",
"52451","การศึกษาวิจัยระยะ1/2แบบเปิดเผยข้อมูลฯด้วยการถ่ายเซลล์ต้นกำเนิดฯ","PUB",1,"กรุงเทพมหานคร","โครงการวิจัย",,"001",
"40491","โรงพยาบาลเฉลิมพระเกียรติ","PUB",1,"นครศรีธรรมราช","รพ.รัฐบาล",,"001",
"24957","พญาไทสิทธิเวชคลินิกเวชกรรม","PUB",1,"กรุงเทพมหานคร","คลินิก",,"001",
"28823","โรงพยาบาลดอยหลวง","PUB",1,"เชียงราย","รพ.รัฐบาล",,"001",
"02877","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบัว","PUB",1,"บุรีรัมย์","รพ.รัฐบาล",,"001",
"02550","โรงพยาบาลส่งเสริมสุขภาพตำบลมะค่า","PUB",1,"นครราชสีมา","รพ.รัฐบาล",,"001",
"52452","สำนักงานรัฐบาลอิเล็กทรอนิกส์(องค์การมหาชน)","PUB",4,"กรุงเทพมหานคร","สำนักงาน",,"004",
"52453","การไฟฟ้าส่วนภูมิภาคอำเภอบางสะพาน","SEP",3,"ประจวบคีรีขันธ์","กฟภ.",,"004",
"52454","การประปาส่วนภูมิภาคสาขาพัทยา(ชั้นพิเศษ)","SEP",3,"ชลบุรี","กปภ.",,"004",
"52455","การไฟฟ้าส่วนภูมิภาคบางแสน","SEP",3,"ชลบุรี","กฟภ.",,"004",
"52456","การประปาส่วนภูมิภาคสาขาหลังสวน","SEP",3,"ชุมพร","กปภ.",,"004",
"52457","การประปาส่วนภูมิภาคสาขาบางสะพาน","SEP",3,"ประจวบคีรีขันธ์","กปภ.",,"004",
"28024","ธรรศวรรณสหคลินิก","PUB",1,"กรุงเทพมหานคร","คลินิก",,"001",
"52458","การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย เขื่อนภูมิพล","PUB",3,"ตาก","กฟผ.",,"001",
"52459","การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย เขื่อนวชิราลงกรณ","PUB",3,"กาญจนบุรี","กฟผ.",,"001",
"52460","การไฟฟ้าส่วนภูมิภาคจังหวัดขอนแก่น","SEP",3,"ขอนแก่น","กฟภ.",,"004",
"52461","สำนักงานเขตพื้นที่การศึกษาประถมศึกษาชลบุรี เขต 2","PUB",2,"ชลบุรี","สพท.",,"001",
"52463","สำนักคณะกรรมการการเลือกตั้งประจำจังหวัดนครสวรรค์","PUB",1,"นครสวรรค์","กกต.",,"001",
"52464","การไฟฟ้าส่วนภูมิภาคจังหวัดสตูล","SEP",3,"สตูล","กฟภ.",,"004",
"40499","เจริญราษฎร์คลินิกเวชกรรม","PUB",1,"กรุงเทพมหานคร","คลินิก",,"001",
"52465","การไฟฟ้าส่วนภูมิภาคประตูน้ำพระอินทร์(สาขาที่371)","SEP",3,"พระนครศรีอยุธยา","กฟภ.",,"004",
"03077","โรงพยาบาลส่งเสริมสุขภาพตำบลปราสาท","PUB",1,"บุรีรัมย์","รพ.รัฐบาล",,"001",
"03814","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคำนกเปล้า","PUB",1,"อุบลราชธานี","รพ.รัฐบาล",,"001",
"27967","โรงพยาบาลสว่างวีระวงศ์","PUB",1,"อุบลราชธานี","รพ.รัฐบาล",,"001",
"52466","การไฟฟ้าส่วนภูมิภาคจังหวัดสุรินทร์","SEP",3,"สุรินทร์","กฟภ.",,"004",
"40757","โรงพยาบาลกรุงเทพศรีระยอง","PUB",1,"ระยอง","รพ.เอกชน",,"001",
"52468","การไฟฟ้าส่วนภูมิภาคสาขาอำเภออุทัย","SEP",3,"พระนครศรีอยุธยา","กฟภ.",,"004",
"52469","การศึกษาการใช้การบริหารยืดเอ็นฝ่าเท้าฯที่มีอาการน้อยกว่า 6 เดือน","PUB",1,"กรุงเทพมหานคร","โครงการวิจัย",,"001",
"40750","โรงพยาบาลวิภาราม อมตะนคร","PUB",1,"ชลบุรี","รพ.เอกชน",,"001",
"24969","ศิริกัญญาคลินิกเวชกรรม","PUB",1,"กรุงเทพมหานคร","คลินิก",,"001",
"27980","โรงพยาบาลดงเจริญ","PUB",1,"พิจิตร","รพ.รัฐบาล",,"001",
"07708","โรงพยาบาลส่งเสริมสุขภาพตำบลห้วยร่วม","PUB",1,"พิจิตร","รพ.รัฐบาล",,"001",
"52470","ส่วนบริการลูกค้าโทรศัพท์จังหวัดประจวบคีรีขันธ์","SEP","3","ประจวบคีรีขันธ์","บริษัท",,"004",
"52471","สถานธนานุบาลเทศบาลตำบลสำโรงเหนือ","PUB",1,"สมุทรปราการ","สถานธนานุบาล",,"001",
"52472","การศึกษามุมที่ผิดปกติทางภาพถ่ายรังสีของกระดูกฯ","PUB",1,"กรุงเทพมหานคร","โครงการวิจัย",,"001",
"27989","โรงพยาบาลเชียงขวัญ","PUB",1,"ร้อยเอ็ด","รพ.รัฐบาล",,"001",
"52473","การประปาส่วนภูมิภาคสาขานครปฐม","SEP",3,"นครปฐม","กปภ.",,"004",
"52474","บริษัท เทเลคอม แอสเซท แมเนจเมนท์ จำกัด","PRI",3,"กรุงเทพมหานคร","ทรู",,"003",
"52475","บริษัท ทรูมีเดีย โซลูชั่นส์ จำกัด","PRI",3,"กรุงเทพมหานคร","ทรู",,"003",
"52476","บริษัท ทรูจีเอส จำกัด","PRI",3,"กรุงเทพมหานคร","ทรู",,"003",
"52477","บริษัท ทรูไอคอนเท้นท์ จำกัด","PRI",3,"กรุงเทพมหานคร","ทรู",,"003",
"52478","บริษัท ทรู วอยซ์ จำกัด","PRI",3,"กรุงเทพมหานคร","ทรู",,"003",
"52479","บริษัท ทรูวิสต้าส์ จำกัด","PRI",3,"กรุงเทพมหานคร","ทรู",,"003",
"52480","บริษัท ทรูโฟร์ยู สเตชั่น จำกัด","PRI",3,"กรุงเทพมหานคร","ทรู",,"003",
"52481","บริษัท เอดีแอนด์เจ โปรดักชั่น จำกัด","PRI",3,"กรุงเทพมหานคร","ทรู",,"003",
"52482","บริษัท ทรู มิวสิค เรดิโอ จำกัด","PRI",3,"กรุงเทพมหานคร","ทรู",,"003",
"52483","บริษัท กรุงเทพอินเตอร์เทเลเทค จำกัด(มหาชน)","PRI",3,"กรุงเทพมหานคร","ทรู",,"003",
"52484","บริษัท ทรู อินคิวบ์ จำกัด","PRI",3,"กรุงเทพมหานคร","ทรู",,"003",
"52485","บริษัท ศูนย์บริการวิทยาการ อินเตอร์เนต จำกัด","PRI",3,"กรุงเทพมหานคร","ทรู",,"003",
"52486","บริษัท เอ็มเคเอสซีเวิลด์ดอทคอม จำกัด","PRI",3,"กรุงเทพมหานคร","ทรู",,"003",
"52487","บริษัท สมุทรปราการ มีเดีย คอร์ปอเรชั่น จำกัด","PRI",3,"กรุงเทพมหานคร","ทรู",,"003",
"52488","บริษัท ส่องดาว จำกัด","PRI",3,"กรุงเทพมหานคร","ทรู",,"003",
"52489","บริษัท  ทรู มูฟ เอช ยูนิเวอร์แซล คอมมิวนิเคชั่น จำกัด","PRI",3,"กรุงเทพมหานคร","ทรู",,"003",
"52490","บริษัท  ทรู วิชั่น กรุ๊ป จำกัด","PRI",3,"กรุงเทพมหานคร","ทรู",,"003",
"52491","บริษัท  เทเลคอม เค เอส ซี จำกัด","PRI",3,"กรุงเทพมหานคร","ทรู",,"003",
"52492","บริษัท  เทเลเอ็นจิเนียริ่ง แอนด์ เซอร์วิสเซส จำกัด","PRI",3,"กรุงเทพมหานคร","ทรู",,"003",
"52493","บริษัท บีบอยด์ ซีจี จำกัด","PRI",3,"กรุงเทพมหานคร","ทรู",,"003",
"23904","นวมินทร์คลินิกเวชกรรม สาขาสะพานสูง","PUB",1,"กรุงเทพมหานคร","คลินิก",,"001",
"24966","คลินิกเวชกรรมรวินท์มาศ สาขาพหลโยธิน 2","PUB",1,"กรุงเทพมหานคร","คลินิก",,"001",
"01901","โรงพยาบาลส่งเสริมสุขภาพตำบลนาจอมเทียน","PUB",1,"กรุงเทพมหานคร","รพ.รัฐบาล",,"001",
"52494","บริษัท นอริตาเก้ เอสซีจี พลาสเตอร์ จำกัด","SCG",3,"กรุงเทพมหานคร","SCG.",,"003",
"28866","ศูนย์บริการสาธารณสุขเทศบาลนครนนทบุรีที่ 6","PUB",1,"นนทบุรี","ศูนย์บริการ",,"001",
"52495","บริษัท เอฟดับบลิวดี ประกันชีวิต จำกัด(มหาชน)","PRI",3,"กรุงเทพมหานคร","ประกันชีวิต",,"003",
"52496","บริษัท โตเกียวมารีนประกันชีวิต (ประเทศไทย) จำกัด(มหาชน)","PRI",3,"กรุงเทพมหานคร","ประกันชีวิต",,"003",
"52497","สถาบันวิจัยดาราศาสตร์แห่งชาติ(องค์การมหาชน)","PUB",3,"เชียงใหม่","สถาบัน",,"003",
"52498","ส่วนอุตสาหกรรมไม้บางโพ สำนักอุตสาหกรรมป่าไม้","PUB",1,"กรุงเทพมหานคร","สำนักอุตฯ",,"001",
"52499","บริษัท สยามนิปปอน อินดัสเตรียล เปเปอร์ จำกัด(โรงงานราชบุรี)","SCG",3,"ราชบุรี","SCG",,"003",
"28817","โรงพยาบาลหาดสำราญ เฉลิมพระเกียรติ 80 พรรษา","PUB",1,"ตรัง","รพ.รัฐบาล",,"001",
"52500","กองโรงไฟฟ้าลำตะคองชลภาวัฒนา โรงไฟฟ้าภาคตะวันออกเฉียงเหนือ","PUB",3,"นครราชสีมา","กฟผ.",,"001",
"31158","มิตรไมตรีคลินิกเวชกรรม(สาขาเทพกุญชร)","PUB",1,"ปทุมธานี","คลินิก",,"001",
"51953","สำนักงานประกันสังคมจังหวัดระยอง  สาขาปลวกแดง","PUB",1,"ระยอง","สปส.",,"001",
"52467","คณะวิทยาศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย","PUB",1,"กรุงเทพมหานคร","มหาวิทยาลัย",,"001",
"52501","การไฟฟ้าส่วนภูมิภาคอำเภอหนองหาน","SEP",3,"อุดรธานี","กฟภ.",,"004",
"23914","โรงพยาบาลปิยะเวชช์ บ่อวิน","PUB",1,"ชลบุรี","รพ.เอกชน",,"001",
"23903","นวมินทร์คลินิกเวชกรรม สาขาคันนายาว","PUB",1,"กรุงเทพมหานคร","คลินิก",,"001",
"52502","โรงพยาบาลในเครือกรมแพทย์ทหารเรือ","PUB",1,"กรุงเทพมหานคร","รพ.รัฐบาล",,"001",
"52503","อัลตราซาวด์ต่อมน้ำลายในกลุ่มอาการโจเกรน","PUB",1,"กรุงเทพมหานคร","โครงการวิจัย",,"001",
"28849","โรงพยาบาลวังสมบูรณ์","PUB",1,"สระแก้ว","รพ.รัฐบาล",,"001",
"27841","โรงพยาบาลเทพารักษ์","PUB",1,"นครราชสีมา","รพ.รัฐบาล",,"001",
"52504","การประปาส่วนภูมิภาคสาขาคลองหลวง","SEP",3,"ปทุมธานี","กปภ.",,"004",
"52505","การยางแห่งประเทศไทยจังหวัดพิษณุโลก","SEP",3,"พิษณุโลก","การยาง",,"004",
"52506","สำนักงานประกันสังคมจังหวัดปทุมธานี สาขาคลองหลวง","PUB",1,"ปทุมธานี","สปส.",,"001",
"40765","โรงพยาบาลการุณเวช รัตนาธิเบศร์","PUB",1,"นนทบุรี","รพ.เอกชน",,"001",
"40988","สะพานสูงคลินิกเวชกรรม","PUB",1,"กรุงเทพมหานคร","คลินิก",,"001",
"16161","อินทัชเมลิแคร์คลินิกเวชกรรม สาขาตลิ่งชัน","PUB",1,"กรุงเทพมหานคร","คลินิก",,"001",
"22884","นวมินทร์คลินิกเวชกรรม สาขามีนบุรี","PUB",1,"กรุงเทพมหานคร","คลินิก",,"001",
"24196","คลินิกเวชกรรมชุมชนอบอุ่นปากช่อง 1","PUB",1,"นครราชสีมา","คลินิก",,"001",
"28861","โรงพยาบาลหนองหิน","PUB",1,"เลย","รพ.รัฐบาล",,"001",
"28850","โรงพยาบาลโคกสูง","PUB",1,"สระแก้ว","รพ.รัฐบาล",,"001",
"52507","องค์การบริหารส่วนตำบลเหล่าอ้อย","PUB",1,"กาฬสินธุ์","อบต.",,"001",
"52508","ผู้ประกันตนคนพิการ กรุงเทพมหานคร ภายใต้สิทธิประกันสุขภาพ","PUB",1,"กรุงเทพมหานคร","สปสช.ผู้ประกันตน กทม.",,"001",
"52509","ผู้ประกันตนคนพิการ ต่างจังหวัด ภายใต้สิทธิประกันสุขภาพ","PUB",1,"กรุงเทพมหานคร","สปสช.ผู้ประกันตน ตจว.",,"001",
"27839","โรงพยาบาลบัวลาย","PUB",1,"นครราชสีมา","รพ.รัฐบาล",,"001",
"52510","บริษัท เท็กซ์พลอร์ จำกัด","SCG",3,"กรุงเทพมหานคร","SCG",,"003",
"52511","สถานธนานุบาลเทศบาลเมืองบางบัวทอง","PUB",1,"นนทบุรี","สถานธนานุบาล",,"001",30004431
"52512","สถานธนานุบาลหนองจอก","PUB",1,"กรุงเทพมหานคร","สถานธนานุบาล",,"001",30004433
"52513","สำนักงานไปรษณีย์นครหลวง 4","SEP",3,"กรุงเทพมหานคร","ไปรษณีย์ไทย",,"004",30004434
"52514","โครงการวิจัย Measure HF","PUB",1,"กรุงเทพมหานคร","โครงการวิจัย",,"001",30004435
"52515","แผนกงานบุคคล กองบริหาร เขื่อนศรีนครินทร์(กฟผ.)","PUB",3,"กาญจนบุรี","กฟผ.",,"001",30004436
"52516","สำนักงานคณะกรรมการการเลือกตั้งประจำจังหวัดเพชรบูรณ์","PUB",1,"เพชรบูรณ์","กกต.",,"001",30004437
"52517","บริษัท ปูนซิเมนต์ไทย จำกัด(มหาชน) (บริษัท เอ ดับเบิลยู พี เซอร์วิสเซส(ประเทศไทย) จำกัด)","SCG",3,"กรุงเทพมหานคร","SCG",,"003",30004438
"52518","บริษัท สยามมอร์ตาร์ จำกัด (โรงงานเขาวง)","SCG",3,"สระบุรี","SCG",,"003",30004439
"52519","บริษัท สยามมอร์ตาร์ จำกัด (โรงงานทุ่งสง)","SCG",3,"นครศรีธรรมราช","SCG",,"003",30004440
"52520","บริษัท สยามมอร์ตาร์ จำกัด (โรงงานบ้านบึง)","SCG",3,"ชลบุรี","SCG",,"003",30004441
"52521","บริษัท อนุรักษ์พลังงานซิเมนต์ไทย จำกัด (โรงงานท่าหลวง)","SCG",3,"กรุงเทพมหานคร","SCG",,"003",30004442
"52522","บริษัท อนุรักษ์พลังงานซิเมนต์ไทย จำกัด (โรงงานเขาวง)","SCG",3,"กรุงเทพมหานคร","SCG",,"003",30004443
"52523","บริษัท อนุรักษ์พลังงานซิเมนต์ไทย จำกัด (โรงงานแก่งคอย)","SCG",3,"กรุงเทพมหานคร","SCG",,"003",30004444
"52524","บริษัท อนุรักษ์พลังงานซิเมนต์ไทย จำกัด (โรงงานทุ่งสง)","SCG",3,"กรุงเทพมหานคร","SCG",,"003",30004445
"52525","บริษัท กรีน คอนเซอร์เวชั่น โซลูชั่น จำกัด ","SCG",3,"กรุงเทพมหานคร","SCG",,"003",30004446
"52526","บริษัท สระบุรีรัชต์ จำกัด (สำนักงานใหญ่)","SCG",3,"กรุงเทพมหานคร","SCG",,"003",30004447
"52527","บริษัท สยามไฟเบอร์กลาส จำกัด (กระเบื้องโปร่งแสง)","SCG",3,"สระบุรี","SCG",,"003",30004448
"52528","บริษัท สยามไฟเบอร์กลาส จำกัด (สำนักงานขายและการตลาด)","SCG",3,"กรุงเทพมหานคร","SCG",,"003",30004449
"52529","บริษัท เซรามิคอุตสาหกรรมไทย จำกัด (โรงงาน)","SCG",3,"สระบุรี","SCG",,"003",30004450
"52530","บริษัท กระเบื้องหลังคาเซรามิคไทย จำกัด (สระบุรี)","SCG",3,"สระบุรี","SCG",,"003",30004451
"52531","บริษัท กระเบื้องหลังคาเซรามิคไทย จำกัด (ระยอง)","SCG",3,"ระยอง","SCG",,"003",30004452
"52532","บริษัท เอสซีจี แลนด์สเคป จำกัด (โรงงานลำพูน)","SCG",3,"ลำพูน","SCG",,"003",30004453
"52533","บริษัท เอสซีจี แลนด์สเคป จำกัด (โรงงานขอนแก่น)","SCG",3,"ขอนแก่น","SCG",,"003",30004454
"52534","บริษัท เอสซีจี แลนด์สเคป จำกัด (โรงงานทุ่งสง)","SCG",3,"นครศรีธรรมราช","SCG",,"003",30004455
"52535","บริษัท เอสซีจี แลนด์สเคป จำกัด (โรงงานศรีราชา)","SCG",3,"ชลบุรี","SCG",,"003",30004456
"52536","บริษัท เอสซีจี แลนด์สเคป จำกัด (โรงงานหนองแค)","SCG",3,"สระบุรี","SCG",,"003",30004457
"52537","บริษัท เอสซีจี แลนด์สเคป จำกัด (โรงงานลาดกระบัง)","SCG",3,"กรุงเทพมหานคร","SCG",,"003",30004458
"52538","บริษัท สยามซานิทารีฟิตติ้งส์ จำกัด (โรงงาน)","SCG",3,"ปทุมธานี","SCG",,"003",30004459
"52539","บริษัทกระเบื้องหลังคาซีแพค จำกัด (โรงงานชลบุรี)","SCG",3,"ชลบุรี","SCG",,"003",30004460
"52540","บริษัทกระเบื้องหลังคาซีแพค จำกัด (โรงงานสระบุรี 1)","SCG",3,"สระบุรี","SCG",,"003",30004461
"52541","บริษัทกระเบื้องหลังคาซีแพค จำกัด (โรงงานสระบุรี 2)","SCG",3,"สระบุรี","SCG",,"003",30004462
"52542","บริษัทกระเบื้องหลังคาซีแพค จำกัด (โรงงานนครปฐม)","SCG",3,"นครปฐม","SCG",,"003",30004463
"52543","บริษัทกระเบื้องหลังคาซีแพค จำกัด (โรงงานลำพูน)","SCG",3,"ลำพูน","SCG",,"003",30004464
"52544","บริษัทกระเบื้องหลังคาซีแพค จำกัด (โรงงานขอนแก่น)","SCG",3,"ขอนแก่น","SCG",,"003",30004465
"52545","บริษัทกระเบื้องหลังคาซีแพค จำกัด (โรงงานนครศรีธรรมราช)","SCG",3,"นครศรีธรรมราช","SCG",,"003",30004466
"52546","บริษัทกระเบื้องหลังคาซีแพค จำกัด (โรงงานนครราชสีมา)","SCG",3,"นครราชสีมา","SCG",,"003",30004467
"52547","บริษัท เซกิซุย-เอสซีจี อินดัสทรี จำกัด (โรงงาน)","SCG",3,"สระบุรี","SCG",,"003",30004468
"52548","บริษัท พาเนล เวิลด์ จำกัด","SCG",3,"สมุทรสาคร","SCG",,"003",30004469
"52549","บริษัทเอสซีจี แพคเกจจิ้ง จำกัด (มหาชน) (สำนักงานใหญ่)","SCG",3,"กรุงเทพมหานคร","SCG",,"003",30004470
"52550","บริษัทเอสซีจี แพคเกจจิ้ง จำกัด (มหาชน) (โรงงาน)","SCG",3,"ราชบุรี","SCG",,"003",30004471
"52551","บริษัท สยามคราฟท์อุตสาหกรรม จำกัด (โรงงานราชบุรี)","SCG",3,"ราชบุรี","SCG",,"003",30004472
"52552","บริษัท กลุ่มสยามบรรจุภัณฑ์ จำกัด (โรงงานนวนคร)","SCG",3,"ปทุมธานี","SCG",,"003",30004473
"52553","บริษัท กลุ่มสยามบรรจุภัณฑ์ จำกัด (โรงงานสมุทรปราการ)","SCG",3,"สมุทรปราการ","SCG",,"003",30004474
"52554","บริษัท กลุ่มสยามบรรจุภัณฑ์ จำกัด (โรงงานราชบุรี)","SCG",3,"ราชบุรี","SCG",,"003",30004475
"52555","บริษัท กลุ่มสยามบรรจุภัณฑ์ จำกัด (โรงงานสงขลา)","SCG",3,"สงขลา","SCG",,"003",30004476
"52556","บริษัท กลุ่มสยามบรรจุภัณฑ์ จำกัด (โรงงานสระบุรี)","SCG",3,"สระบุรี","SCG",,"003",30004477
"52557","บริษัท กลุ่มสยามบรรจุภัณฑ์ จำกัด (โรงงานชลบุรี)","SCG",3,"ชลบุรี","SCG",,"003",30004478
"52558","บริษัท กลุ่มสยามบรรจุภัณฑ์ จำกัด (โรงงานปราจีนบุรี)","SCG",3,"ปราจีนบุรี","SCG",,"003",30004479
"52559","บริษัท กลุ่มสยามบรรจุภัณฑ์ จำกัด (โรงงานปทุมธานี)","SCG",3,"ปทุมธานี","SCG",,"003",30004480
"52560","บริษัท ไทยเคนเปเปอร์ จำกัด(มหาชน) (โรงงานปราจีนบุรี)","SCG",3,"ปราจีนบุรี","SCG",,"003",30004481
"52561","บริษัท ไทยเคนเปเปอร์ จำกัด (โรงงานกาญจนบุรี)","SCG",3,"กาญจนบุรี","SCG",,"003",30004482
"52562","บริษัท ฟินิคซ พัลพ แอนด์ เพเพอร์ จำกัด (มหาชน) (โรงงาน)","SCG",3,"ขอนแก่น","SCG",,"003",30004483
"52563","บริษัทสยาม นิปปอน อินดัสเตรียล เปเปอร์ จำกัด (สำนักงานใหญ่)","SCG",3,"กรุงเทพมหานคร","SCG",,"003",30004484
"52564","บริษัท เอสซีจี โพลิโอเลฟินส์ จำกัด (โรงงาน)","SCG",3,"ระยอง","SCG",,"003",30004485
"52565","บริษัท ไทยโพลิเอททีลีน จำกัด (สำนักงานใหญ่)","SCG",3,"กรุงเทพมหานคร","SCG",,"003",30004486
"52566","บริษัท ไทยโพลิโพรไพลีน จำกัด (โรงงาน)","SCG",3,"ระยอง","SCG",,"003",30004487
"52567","บริษัท ระยองโอเลฟินส์ จำกัด (โรงงาน)","SCG",3,"ระยอง","SCG",,"003",30004488
"52568","บริษัท มาบตาพุดโอเลฟินส์ จำกัด (โรงงาน)","SCG",3,"ระยอง","SCG",,"003",30004489
"52569","บริษัท มาบตาพุด แทงค์ เทอร์มินัล จำกัด (โรงงาน)","SCG",3,"ระยอง","SCG",,"003",30004490
"52570","บริษัท อาร์ไอแอล 1996 จำกัด (โรงงาน)","SCG",3,"ระยอง","SCG",,"003",30004491
"52571","บริษัท ระยองไปป์ไลน์ จำกัด (โรงงาน)","SCG",3,"ระยอง","SCG",,"003",30004492
"52572","บริษัท แกรนด์ สยาม คอมโพสิต จำกัด  (โรงงาน)","SCG",3,"ระยอง","SCG",,"003",30004493
"52573","บริษัท ไทย เอ็มเอ็มเอ จำกัด (โรงงาน)","SCG",3,"ระยอง","SCG",,"003",30004494
"52574","บริษัท สยามมมิตซุย พีทีเอ จำกัด (สำนักงานใหญ่)","SCG",3,"กรุงเทพมหานคร","SCG",,"003",30004495
"52575","บริษัท ไทย เพ็ท เรซิน จำกัด (โรงงาน)","SCG",3,"ระยอง","SCG",,"003",30004496
"52576","บริษัท เม็กชิออนวีลส์ (ประเทศไทย) จำกัด","SCG",3,"สระบุรี","SCG",,"003",30004497
"52577","บริษัท เหล็กสยามยามาโตะ จำกัด (โรงงาน)","SCG",3,"ระยอง","SCG",,"003",30004498
"52578","การไฟฟ้าส่วนภูมิภาคมาบตาพุด สาขาที่ 00381","SEP",3,"ระยอง","กฟภ.",,"004",30004499
"52579","บริษัท เอสซีจี เอ็กซ์พีเรียนซ์ จำกัด","SCG",3,"กรุงเทพมหานคร","SCG",,"003",30004500
"52580","บริษัท เอสซีจีไอโค พอลีเมอร์ จำกัด","SCG",3,"กรุงเทพมหานคร","SCG",,"003",30004501
"52581","การประปาส่วนภูมิภาคสาขาบุรีรัมย์","SEP",3,"บุรีรัมย์","กปภ.",,"004",30004502
"52582","กองบังคับการกองอาสารักษาดินแดนจังหวัดสระบุรี","PUB",2,"สระบุรี","ตจด.",,"001",30004503
"52583","การไฟฟ้าส่วนภูมิภาคสาขาหมูสี","SEP",3,"นครราชสีมา","กฟภ.",,"004",30004504
"52584","โครงการ Bio Bridge","PRI",3,"กรุงเทพมหานคร","โครงการโรคเฉพาะ",,"003",30004505
